78,gtmempipecenter2/gtmcnodecom1/gtmcgacspar11/bmcfunit0,bmcfunit/u_sif/bmcf_bmcb_wl_sub_and_done_inf:sender,20,gtmempipeside1/gtmsnodecom1/gtmsnodecompar11/bmcbunit1,bmcbunit/u_done_sif/bmcf_bmcb_wl_and_done_inf:target,20,cuclk,Valid
78,gtmempipecenter2/gtmcnodecom1/gtmcgacspar11/bmcfunit0,bmcfunit/u_sif/bmcf_bmcb_wl_sub_and_done_inf:sender,20,gtmempipeside0/gtmsnodecom1/gtmsnodecompar11/bmcbunit1,bmcbunit/u_done_sif/bmcf_bmcb_wl_and_done_inf:target,20,cuclk,Valid
82,gtmempipecenter2/gtmcnodecom1/gtmcgacspar11/bmcfunit0,bmcfunit/u_sif/gt_level_chkn_reg_sender:sender,20,gtmempipeside1/gtmsnodecom1/gtmsnodecompar11/bmcbunit1,bmcbunit/u_done_sif/gt_level_chkn_reg_target:target,20,cuclk,Valid
82,gtmempipecenter2/gtmcnodecom1/gtmcgacspar11/bmcfunit0,bmcfunit/u_sif/gt_level_chkn_reg_sender:sender,20,gtmempipeside0/gtmsnodecom1/gtmsnodecompar11/bmcbunit1,bmcbunit/u_done_sif/gt_level_chkn_reg_target:target,20,cuclk,Valid
364,gtmempipecenter2/gtmcnodecom1/gtmcgacspar11/cpma_bblrate_asyncxing1,cpma_bblrate_asyncxing/gt_pulse_inf_eu0_bbl_rate:sender,3735928559,gtsliceside3/gtssm0/gtssmpar61/gtssm_ft_par6,gtssm_ft_par6/ft_SI_cpma_bubble/i0:target,19,cuclk,Valid
364,gtmempipecenter2/gtmcnodecom1/gtmcgacspar11/cpma_bblrate_asyncxing1,cpma_bblrate_asyncxing/gt_pulse_inf_eu0_bbl_rate:sender,3735928559,gtslicemid4/gtssm1/gtssmpar61/gtssm_ft_par6,gtssm_ft_par6/ft_SI_cpma_bubble/i0:target,19,cuclk,Valid
364,gtmempipecenter2/gtmcnodecom1/gtmcgacspar11/cpma_bblrate_asyncxing1,cpma_bblrate_asyncxing/gt_pulse_inf_eu0_bbl_rate:sender,3735928559,gtslicemid4/gtssm2/gtssmpar61/gtssm_ft_par6,gtssm_ft_par6/ft_SI_cpma_bubble/i0:target,19,cuclk,Valid
364,gtmempipecenter2/gtmcnodecom1/gtmcgacspar11/cpma_bblrate_asyncxing1,cpma_bblrate_asyncxing/gt_pulse_inf_eu0_bbl_rate:sender,3735928559,gtslicemid4/gtssm0/gtssmpar61/gtssm_ft_par6,gtssm_ft_par6/ft_SI_cpma_bubble/i0:target,19,cuclk,Valid
364,gtmempipecenter2/gtmcnodecom1/gtmcgacspar11/cpma_bblrate_asyncxing1,cpma_bblrate_asyncxing/gt_pulse_inf_eu0_bbl_rate:sender,3735928559,gtsliceside0/gtssm2/gtssmpar61/gtssm_ft_par6,gtssm_ft_par6/ft_SI_cpma_bubble/i0:target,19,cuclk,Valid
364,gtmempipecenter2/gtmcnodecom1/gtmcgacspar11/cpma_bblrate_asyncxing1,cpma_bblrate_asyncxing/gt_pulse_inf_eu0_bbl_rate:sender,3735928559,gtslicemid4/gtssm3/gtssmpar61/gtssm_ft_par6,gtssm_ft_par6/ft_SI_cpma_bubble/i0:target,19,cuclk,Valid
